Date,Open,High,Low,Close,Adj_Close,Volume
"Jul 17, 2019",1235,1235,1225,1225,1225,4400
"Jul 16, 2019",1225,1225,1225,1225,1225,21400
"Jul 15, 2019",1180,1225,1180,1225,1225,3000
"Jul 12, 2019",1175,1175,1175,1175,1175,2600
"Jul 11, 2019",1175,1200,1175,1175,1175,2200
"Jul 10, 2019",1175,1175,1175,1175,1175,1800
"Jul 9, 2019",1200,1200,1175,1175,1175,4200
"Jul 8, 2019",1200,1200,1200,1200,1200,2000
"Jul 5, 2019",1200,1200,1200,1200,1200,2266.666667
"Jul 4, 2019",1200,1200,1200,1200,1200,2533.333333
"Jul 3, 2019",1225,1225,1200,1200,1200,2800
"Jul 2, 2019",1250,1250,1240,1240,1240,1200
"Jul 1, 2019",1225,1265,1225,1260,1260,31600
"Jun 28, 2019",1105,1245,1105,1225,1225,10200
"Jun 27, 2019",1345,1345,1345,1345,1345,200
"Jun 26, 2019",1385,1385,1345,1345,1345,6000
"Jun 25, 2019",1455,1455,1355,1355,1355,16400
"Jun 24, 2019",1200,1205,1200,1205,1205,600
"Jun 21, 2019",1200,1200,1175,1200,1200,9400
"Jun 20, 2019",1200,1200,1200,1200,1200,7600
"Jun 19, 2019",1175,1210,1175,1187.5,1187.5,19100
"Jun 18, 2019",1150,1220,1150,1175,1175,30600
"Jun 17, 2019",1175,1225,1175,1175,1159,18400
"Jun 14, 2019",1110,1130,1110,1130,1114.61,600
"Jun 13, 2019",1055,1105,1055,1100,1085.02,2000
"Jun 12, 2019",1065,1065,1055,1055,1040.63,2600
"Jun 11, 2019",1055,1055,1055,1055,1040.63,200
"Jun 10, 2019",1055,1055,1055,1055,1040.63,400
"Jun 7, 2019",1090,1090,1055,1055,1040.63,800
"Jun 6, 2019",1090,1090,1090,1090,1075.16,6833.333333
"Jun 5, 2019",1090,1090,1090,1090,1075.16,12866.66667
"Jun 4, 2019",1090,1090,1090,1090,1075.16,18900
"Jun 3, 2019",1090,1090,1090,1090,1075.16,24933.33333
"May 31, 2019",1090,1090,1090,1090,1075.16,30966.66667
"May 30, 2019",1090,1090,1090,1090,1075.16,37000
"May 29, 2019",1085,1085,1085,1085,1070.23,19000
"May 28, 2019",1090,1090,1085,1085,1070.23,1000
"May 27, 2019",1090,1090,1090,1090,1075.16,40200
"May 24, 2019",1050,1100,1050,1095,1080.09,800
"May 23, 2019",1005,1005,1005,1005,991.31,400
"May 22, 2019",1005,1005,1005,1005,991.31,400
"May 21, 2019",1000,1005,992.5,1005,991.31,120400
"May 20, 2019",1020,1020,1005,1005,991.31,1000
"May 17, 2019",1020,1020,1020,1020,1006.11,700
"May 16, 2019",1020,1020,1020,1020,1006.11,400
"May 15, 2019",1030,1030,1000,1000,986.38,600
"May 14, 2019",1050,1050,1035,1035,1020.91,400
"May 13, 2019",1035,1050,1035,1050,1035.7,600
"May 10, 2019",1135,1135,1030,1035,1020.91,47800
"May 9, 2019",1135,1135,1135,1135,1119.54,5600
"May 8, 2019",1150,1150,1135,1135,1119.54,5800
"May 7, 2019",1240,1240,1180,1185,1168.86,20200
"May 6, 2019",1190,1225,1190,1225,1208.32,1400
"May 3, 2019",1275,1400,1190,1190,1173.8,54000
"May 2, 2019",1275,1275,1275,1275,1257.64,4000
"May 1, 2019",1250,1275,1250,1275,1257.64,15000
"Apr 30, 2019",1250,1250,1250,1250,1232.98,63500
"Apr 29, 2019",1100,1375,1100,1250,1232.98,112000
"Apr 26, 2019",1100,1100,1090,1100,1085.02,30800
"Apr 25, 2019",1150,1150,1025,1030,1015.97,20600
"Apr 24, 2019",1200,1200,1200,1200,1183.66,2600
"Apr 23, 2019",1050,1250,1000,1200,1183.66,475800
"Apr 22, 2019",1050,1050,1050,1050,1035.7,200
"Apr 19, 2019",997.5,1025,992.5,1025,1011.04,281600
"Apr 18, 2019",992.5,992.5,992.5,992.5,978.99,242900
"Apr 17, 2019",992.5,995,992.5,992.5,978.99,204200
"Apr 16, 2019",950,950,950,950,937.06,102500
"Apr 15, 2019",950,950,950,950,937.06,800
"Apr 12, 2019",952.5,952.5,950,950,937.06,40600
"Apr 11, 2019",950,950,950,950,937.06,400
"Apr 10, 2019",925,975,925,975,961.72,133600
"Apr 9, 2019",915,915,915,915,902.54,67900
"Apr 8, 2019",915,915,915,915,902.54,2200
"Apr 5, 2019",915,915,915,915,902.54,8400
"Apr 4, 2019",902.5,902.5,902.5,902.5,890.21,2800
"Apr 3, 2019",930,930,930,930,917.34,400
"Apr 2, 2019",945,945,945,945,932.13,333.3333333
"Apr 1, 2019",945,945,945,945,932.13,266.6666667
"Mar 29, 2019",945,945,945,945,932.13,200
"Mar 28, 2019",940,940,940,940,927.2,5000
"Mar 27, 2019",950,950,940,940,927.2,14400
"Mar 26, 2019",885,950,885,950,937.06,3400
"Mar 25, 2019",830,830,830,830,818.7,800
"Mar 22, 2019",830,830,830,830,818.7,1000
"Mar 21, 2019",830,830,830,830,818.7,1200
"Mar 20, 2019",815,815,815,815,803.9,2333.333333
"Mar 19, 2019",815,815,815,815,803.9,3466.666667
"Mar 18, 2019",840,850,815,815,803.9,4600
"Mar 15, 2019",840,840,840,840,828.56,6200
"Mar 14, 2019",840,840,840,840,828.56,7800
"Mar 13, 2019",837.5,840,837.5,840,828.56,9400
"Mar 12, 2019",837.5,837.5,837.5,837.5,826.1,200
"Mar 11, 2019",837.5,837.5,837.5,837.5,826.1,200
"Mar 8, 2019",837.5,837.5,837.5,837.5,826.1,200
"Mar 7, 2019",820,820,820,820,808.83,233.3333333
"Mar 6, 2019",820,820,820,820,808.83,266.6666667
"Mar 5, 2019",820,820,820,820,808.83,300
"Mar 4, 2019",820,820,820,820,808.83,333.3333333
"Mar 1, 2019",820,820,820,820,808.83,366.6666667
"Feb 28, 2019",800,820,800,820,808.83,400
"Feb 27, 2019",817.5,817.5,817.5,817.5,806.37,3200
"Feb 26, 2019",817.5,817.5,817.5,817.5,806.37,6000
"Feb 25, 2019",817.5,817.5,817.5,817.5,806.37,8800
"Feb 22, 2019",817.5,817.5,817.5,817.5,806.37,11600
"Feb 21, 2019",817.5,817.5,817.5,817.5,806.37,14400
"Feb 20, 2019",820,820,817.5,817.5,806.37,17200
"Feb 19, 2019",817.5,817.5,817.5,817.5,806.37,25360
"Feb 18, 2019",817.5,817.5,817.5,817.5,806.37,33520
"Feb 15, 2019",817.5,817.5,817.5,817.5,806.37,41680
"Feb 14, 2019",817.5,817.5,817.5,817.5,806.37,49840
"Feb 13, 2019",817.5,817.5,817.5,817.5,806.37,58000
"Feb 12, 2019",817.5,817.5,817.5,817.5,806.37,200
"Feb 11, 2019",817.5,817.5,817.5,817.5,806.37,186400
"Feb 8, 2019",817.5,817.5,817.5,817.5,806.37,141600
"Feb 7, 2019",817.5,817.5,817.5,817.5,806.37,96800
"Feb 6, 2019",817.5,817.5,817.5,817.5,806.37,52000
"Feb 5, 2019",817.5,840,817.5,817.5,806.37,7200
"Feb 4, 2019",817.5,817.5,817.5,817.5,806.37,3700
"Feb 1, 2019",817.5,817.5,817.5,817.5,806.37,200
"Jan 31, 2019",802.5,802.5,802.5,802.5,791.57,200
"Jan 30, 2019",802.5,802.5,802.5,802.5,791.57,200
"Jan 29, 2019",802.5,802.5,802.5,802.5,791.57,200
"Jan 28, 2019",825,825,825,825,813.77,800
"Jan 25, 2019",850,850,825,825,813.77,22000
"Jan 24, 2019",825,825,825,825,813.77,214800
"Jan 23, 2019",825,825,825,825,813.77,54800
"Jan 22, 2019",825,825,825,825,813.77,600
"Jan 21, 2019",825,825,825,825,813.77,2600
"Jan 18, 2019",825,825,825,825,813.77,4600
"Jan 17, 2019",825,825,825,825,813.77,3266.666667
"Jan 16, 2019",825,825,825,825,813.77,1933.333333
"Jan 15, 2019",825,825,825,825,813.77,600
"Jan 14, 2019",825,825,825,825,813.77,73600
"Jan 11, 2019",825,825,825,825,813.77,74200
"Jan 10, 2019",825,825,825,825,813.77,74800
"Jan 9, 2019",825,825,825,825,813.77,75400
"Jan 8, 2019",825,825,825,825,813.77,76000
"Jan 7, 2019",825,837.5,825,825,813.77,164600
"Jan 4, 2019",827.5,827.5,825,825,813.77,177600
"Jan 3, 2019",835,835,835,835,823.63,118466.6667
"Jan 2, 2019",835,835,835,835,823.63,59333.33333
"Jan 1, 2019",835,835,835,835,823.63,200
"Dec 31, 2018",835,835,835,835,823.63,600
"Dec 28, 2018",835,835,835,835,823.63,1000
"Dec 27, 2018",835,835,835,835,823.63,1400
"Dec 26, 2018",900,900,900,900,887.74,1380
"Dec 25, 2018",900,900,900,900,887.74,1360
"Dec 24, 2018",900,900,900,900,887.74,1340
"Dec 21, 2018",900,900,900,900,887.74,1320
"Dec 20, 2018",900,900,900,900,887.74,1300
"Dec 19, 2018",900,900,900,900,887.74,1280
"Dec 18, 2018",900,900,900,900,887.74,1260
"Dec 17, 2018",900,900,900,900,887.74,1240
"Dec 14, 2018",900,900,900,900,887.74,1220
"Dec 13, 2018",900,900,900,900,887.74,1200
"Dec 12, 2018",925,925,925,925,912.4,200
"Dec 11, 2018",925,925,925,925,912.4,866.6666667
"Dec 10, 2018",925,925,925,925,912.4,1533.333333
"Dec 7, 2018",925,925,925,925,912.4,2200
"Dec 6, 2018",900,925,877.5,925,912.4,4800
"Dec 5, 2018",877.5,877.5,877.5,877.5,865.55,2500
"Dec 4, 2018",877.5,877.5,877.5,877.5,865.55,200
"Dec 3, 2018",875,875,875,875,863.09,6800
"Nov 30, 2018",832.5,875,832.5,875,863.09,1800
"Nov 29, 2018",800,800,785,785,774.31,2000
"Nov 28, 2018",762.5,762.5,762.5,762.5,752.12,1100
"Nov 27, 2018",762.5,762.5,762.5,762.5,752.12,200
"Nov 26, 2018",805,805,805,805,794.04,400
"Nov 23, 2018",780,805,780,805,794.04,600
"Nov 22, 2018",760,780,760,780,769.38,400
"Nov 21, 2018",762.5,777.5,750,760,749.65,5000
"Nov 20, 2018",825,825,825,825,813.77,4066.666667
"Nov 19, 2018",825,825,825,825,813.77,3133.333333
"Nov 16, 2018",825,825,825,825,813.77,2200
"Nov 15, 2018",830,830,830,830,818.7,1200
"Nov 14, 2018",830,830,830,830,818.7,200
"Nov 13, 2018",830,830,830,830,818.7,200
"Nov 12, 2018",820,820,820,820,808.83,400
"Nov 9, 2018",817.5,820,817.5,820,808.83,600
"Nov 8, 2018",817.5,817.5,817.5,817.5,806.37,600
"Nov 7, 2018",835,835,817.5,817.5,806.37,600
"Nov 6, 2018",835,835,835,835,823.63,5000
"Nov 5, 2018",830,830,830,830,818.7,3666.666667
"Nov 2, 2018",830,830,830,830,818.7,2333.333333
"Nov 1, 2018",830,830,830,830,818.7,1000
"Oct 31, 2018",830,840,830,830,818.7,10200
"Oct 30, 2018",900,915,802.5,802.5,791.57,200200
"Oct 29, 2018",897.5,897.5,897.5,897.5,885.28,294600
"Oct 26, 2018",900,970,855,897.5,885.28,389000
"Oct 25, 2018",900,900,900,900,887.74,4800
"Oct 24, 2018",925,925,925,925,912.4,200
"Oct 23, 2018",947.5,947.5,947.5,947.5,934.6,200
"Oct 22, 2018",955,955,955,955,942,3133.333333
"Oct 19, 2018",955,955,955,955,942,6066.666667
"Oct 18, 2018",922.5,972.5,922.5,955,942,9000
"Oct 17, 2018",922.5,922.5,922.5,922.5,909.94,7250
"Oct 16, 2018",922.5,922.5,922.5,922.5,909.94,5500
"Oct 15, 2018",922.5,922.5,922.5,922.5,909.94,3750
"Oct 12, 2018",922.5,922.5,922.5,922.5,909.94,2000
"Oct 11, 2018",922.5,922.5,922.5,922.5,909.94,200
"Oct 10, 2018",922.5,922.5,922.5,922.5,909.94,200
"Oct 9, 2018",925,925,925,925,912.4,2000
"Oct 8, 2018",925,925,925,925,912.4,1900
"Oct 5, 2018",950,950,925,925,912.4,1800
"Oct 4, 2018",950,950,950,950,937.06,1100
"Oct 3, 2018",950,950,950,950,937.06,400
"Oct 2, 2018",950,950,950,950,937.06,300
"Oct 1, 2018",950,950,950,950,937.06,200
"Sep 28, 2018",895,950,815,815,803.9,9400
"Sep 27, 2018",800,895,800,895,882.81,25800
"Sep 26, 2018",850,850,850,850,838.43,2800
"Sep 25, 2018",875,875,850,850,838.43,3000
"Sep 24, 2018",872.5,900,870,875,863.09,212200
"Sep 21, 2018",795,795,795,795,784.17,600
"Sep 20, 2018",787.5,787.5,787.5,787.5,776.78,866.6666667
"Sep 19, 2018",787.5,787.5,787.5,787.5,776.78,1133.333333
"Sep 18, 2018",780,787.5,780,787.5,776.78,1400
"Sep 17, 2018",872.5,872.5,777.5,777.5,766.91,1600
"Sep 14, 2018",872.5,872.5,872.5,872.5,860.62,1200
"Sep 13, 2018",872.5,872.5,872.5,872.5,860.62,800
"Sep 12, 2018",777.5,872.5,777.5,872.5,860.62,400
"Sep 11, 2018",772.5,772.5,772.5,772.5,761.98,1000
"Sep 10, 2018",772.5,772.5,772.5,772.5,761.98,1900
"Sep 7, 2018",772.5,772.5,772.5,772.5,761.98,2800
"Sep 6, 2018",775,775,775,775,764.45,2666.666667
"Sep 5, 2018",775,775,775,775,764.45,2533.333333
"Sep 4, 2018",800,800,775,775,764.45,2400
"Sep 3, 2018",810,810,800,800,789.11,400
"Aug 31, 2018",810,810,810,810,798.97,600
"Aug 30, 2018",810,810,810,810,798.97,200
"Aug 29, 2018",802.5,847.5,802.5,810,798.97,5200
"Aug 28, 2018",800,800,800,800,789.11,400
"Aug 27, 2018",800,800,800,800,789.11,200
"Aug 24, 2018",850,850,802.5,805,794.04,2800
"Aug 23, 2018",875,875,850,850,838.43,3400
"Aug 22, 2018",792.5,847.5,792.5,825,813.77,15800
"Aug 21, 2018",790,790,790,790,779.24,25600
"Aug 20, 2018",772.5,797.5,772.5,790,779.24,35400
"Aug 17, 2018",745,780,745,752.5,742.25,25400
"Aug 16, 2018",727.5,727.5,727.5,727.5,717.59,20400
"Aug 15, 2018",727.5,727.5,727.5,727.5,717.59,15400
"Aug 14, 2018",727.5,727.5,727.5,727.5,717.59,10400
"Aug 13, 2018",727.5,727.5,727.5,727.5,717.59,5400
"Aug 10, 2018",727.5,727.5,727.5,727.5,717.59,400
"Aug 9, 2018",725,730,725,730,720.06,1200
"Aug 8, 2018",775,775,700,750,739.79,82000
"Aug 7, 2018",780,780,780,780,769.38,43600
"Aug 6, 2018",775,800,775,790,779.24,62600
"Aug 3, 2018",777.5,777.5,777.5,777.5,766.91,200
"Aug 2, 2018",787.5,787.5,787.5,787.5,776.78,1000
"Aug 1, 2018",775,787.5,775,787.5,776.78,5600
"Jul 31, 2018",775,775,775,775,764.45,6200
"Jul 30, 2018",755,775,755,775,764.45,13800
"Jul 27, 2018",727.5,727.5,727.5,727.5,717.59,7800
"Jul 26, 2018",727.5,727.5,727.5,727.5,717.59,5700
"Jul 25, 2018",737.5,737.5,727.5,727.5,717.59,3600
"Jul 24, 2018",737.5,742.5,737.5,737.5,727.46,18800
"Jul 23, 2018",725,725,725,725,715.13,17600
"Jul 20, 2018",725,725,725,725,715.13,2600
"Jul 19, 2018",700,712.5,700,712.5,702.8,44000
"Jul 18, 2018",730,730,725,725,715.13,11600
"Jul 17, 2018",730,730,730,730,720.06,13000
"Jul 16, 2018",730,730,727.5,730,720.06,14400
"Jul 13, 2018",750,750,725,747.5,737.32,3023200
"Jul 12, 2018",730,747.5,725,747.5,737.32,30200
"Jul 11, 2018",750,750,727.5,750,739.79,186800
"Jul 10, 2018",775,775,775,775,764.45,105000
"Jul 9, 2018",772.5,775,772.5,775,764.45,23200
"Jul 6, 2018",770,770,770,770,759.51,5800
"Jul 5, 2018",772.5,772.5,767.5,770,759.51,16000
"Jul 4, 2018",752.5,752.5,750,750,739.79,8600
"Jul 3, 2018",775,775,750,772.5,761.98,31000
"Jul 2, 2018",767.5,767.5,750,750,739.79,1600
"Jun 29, 2018",767.5,767.5,767.5,767.5,757.05,200
"Jun 28, 2018",747.5,747.5,747.5,747.5,737.32,2500
"Jun 27, 2018",740,747.5,740,747.5,737.32,4800
"Jun 26, 2018",747.5,747.5,747.5,747.5,737.32,200
"Jun 25, 2018",747.5,747.5,747.5,747.5,737.32,733.3333333
"Jun 22, 2018",743.75,747.5,743.75,747.5,737.32,1266.666667
"Jun 21, 2018",740,747.5,740,747.5,737.32,1800
"Jun 20, 2018",740,740,740,740,717.59,6400
"Jun 19, 2018",740,740,740,740,717.59,4200
"Jun 18, 2018",740,740,740,740,717.59,2000
"Jun 15, 2018",730,740,730,740,693.35,2400
"Jun 14, 2018",730,730,730,730,683.98,2350
"Jun 13, 2018",730,730,730,730,683.98,2300
"Jun 12, 2018",730,730,730,730,683.98,2250
"Jun 11, 2018",730,730,730,730,683.98,2200
"Jun 8, 2018",730,730,730,730,683.98,2150
"Jun 7, 2018",730,730,730,730,683.98,2100
"Jun 6, 2018",730,730,730,730,683.98,2050
"Jun 5, 2018",730,730,730,730,683.98,2000
"Jun 4, 2018",725,725,725,725,679.3,3800
"Jun 1, 2018",715,725,715,725,679.3,10000
"May 31, 2018",735,735,712.5,712.5,667.58,10800
"May 30, 2018",727.5,727.5,725,725,679.3,9600
"May 29, 2018",725,725,725,725,679.3,173900
"May 28, 2018",725,725,725,725,679.3,338200
"May 25, 2018",717.5,727.5,717.5,720,674.61,19200
"May 24, 2018",750,750,750,750,702.72,32800
"May 23, 2018",727.5,750,715,750,702.72,46400
"May 22, 2018",760,760,760,760,712.09,24100
"May 21, 2018",725,767.5,725,760,712.09,1800
"May 18, 2018",725,725,725,725,679.3,22100
"May 17, 2018",735,737.5,715,725,679.3,42400
"May 16, 2018",735,735,735,735,688.67,21700
"May 15, 2018",720,740,720,735,688.67,1000
"May 14, 2018",710,720,710,720,674.61,800
"May 11, 2018",725,725,725,725,679.3,500
"May 10, 2018",725,725,725,725,679.3,200
"May 9, 2018",725,725,725,725,679.3,4200
"May 8, 2018",730,730,730,730,683.98,27600
"May 7, 2018",725,725,725,725,679.3,13900
"May 4, 2018",725,725,725,725,679.3,200
"May 3, 2018",727.5,727.5,725,725,679.3,8200
"May 2, 2018",765,765,750,750,702.72,3000
"May 1, 2018",735,765,735,765,716.77,2600
"Apr 30, 2018",725,737.5,725,735,688.67,51000
"Apr 27, 2018",747.5,767.5,730,745,698.04,3200
"Apr 26, 2018",727.5,727.5,727.5,727.5,681.64,3100
"Apr 25, 2018",727.5,727.5,727.5,727.5,681.64,3000
"Apr 24, 2018",767.5,767.5,767.5,767.5,719.12,14050
"Apr 23, 2018",767.5,767.5,767.5,767.5,719.12,25100
"Apr 20, 2018",767.5,767.5,767.5,767.5,719.12,36150
"Apr 19, 2018",767.5,767.5,765,767.5,719.12,47200
"Apr 18, 2018",767.5,767.5,745,765,716.77,216000
"Apr 17, 2018",770,770,770,770,721.46,144333.3333
"Apr 16, 2018",770,770,770,770,721.46,72666.66667
"Apr 13, 2018",770,770,770,770,721.46,1000
"Apr 12, 2018",750,750,750,750,702.72,933.3333333
"Apr 11, 2018",750,750,750,750,702.72,866.6666667
"Apr 10, 2018",770,770,750,750,702.72,800
"Apr 9, 2018",750,770,750,770,721.46,8000
"Apr 6, 2018",750,760,750,750,702.72,2008800
"Apr 5, 2018",742.5,742.5,742.5,742.5,695.69,1004500
"Apr 4, 2018",742.5,742.5,742.5,742.5,695.69,200
"Apr 3, 2018",750,755,745,745,698.04,1400
"Apr 2, 2018",750,750,732.5,732.5,686.32,600
"Mar 30, 2018",737.5,772.5,732.5,732.5,686.32,3200
"Mar 29, 2018",725,725,725,725,679.3,2000
"Mar 28, 2018",725,725,725,725,679.3,200
"Mar 27, 2018",715,715,715,715,669.93,15300
"Mar 26, 2018",715,715,715,715,669.93,30400
"Mar 23, 2018",727.5,727.5,715,715,669.93,400
"Mar 22, 2018",725,727.5,725,727.5,681.64,10400
"Mar 21, 2018",727.5,727.5,727.5,727.5,681.64,7466.666667
"Mar 20, 2018",727.5,727.5,727.5,727.5,681.64,4533.333333
"Mar 19, 2018",727.5,727.5,727.5,727.5,681.64,1600
"Mar 16, 2018",740,740,740,740,693.35,3400
"Mar 15, 2018",712.5,737.5,712.5,737.5,691.01,800
"Mar 14, 2018",715,715,715,715,669.93,200
"Mar 13, 2018",707.5,707.5,705,705,660.56,1400
"Mar 12, 2018",735,735,715,715,669.93,59200
"Mar 9, 2018",735,740,735,740,693.35,2800
"Mar 8, 2018",747.5,747.5,730,730,683.98,2400
"Mar 7, 2018",725,725,725,725,679.3,1200
"Mar 6, 2018",725,725,725,725,679.3,1400
"Mar 5, 2018",725,725,725,725,679.3,200
"Mar 2, 2018",707.5,735,707.5,725,679.3,12800
"Mar 1, 2018",725,727.5,715,725,679.3,43400
"Feb 28, 2018",730,730,730,730,683.98,24000
"Feb 27, 2018",745,745,725,742.5,695.69,11200
"Feb 26, 2018",725,725,725,725,679.3,1200
"Feb 23, 2018",740,740,700,700,655.87,970400
"Feb 22, 2018",755,755,740,740,693.35,44400
"Feb 21, 2018",755,755,755,755,707.41,5400
"Feb 20, 2018",755,755,755,755,707.41,41700
"Feb 19, 2018",755,755,755,755,707.41,78000
"Feb 16, 2018",755,755,755,755,707.41,200
"Feb 15, 2018",745,745,745,745,698.04,400
"Feb 14, 2018",745,772.5,740,745,698.04,430400
"Feb 13, 2018",752.5,752.5,752.5,752.5,705.06,218700
"Feb 12, 2018",755,755,752.5,752.5,705.06,7000
"Feb 9, 2018",755,755,755,755,707.41,6000
"Feb 8, 2018",755,755,755,755,707.41,4000
"Feb 7, 2018",752.5,755,750,755,707.41,17000
"Feb 6, 2018",762.5,762.5,762.5,762.5,714.43,38000
"Feb 5, 2018",762.5,762.5,762.5,762.5,714.43,59000
"Feb 2, 2018",762.5,762.5,762.5,762.5,714.43,80000
"Feb 1, 2018",762.5,762.5,762.5,762.5,714.43,101000
"Jan 31, 2018",772.5,772.5,772.5,772.5,723.8,200
"Jan 30, 2018",750,750,750,750,702.72,78000
"Jan 29, 2018",750,750,750,750,702.72,14000
"Jan 26, 2018",772.5,775,757.5,757.5,709.75,9600
"Jan 25, 2018",750,762.5,750,750,702.72,1800
"Jan 24, 2018",755,755,755,755,707.41,2000
"Jan 23, 2018",750,750,750,750,702.72,4800
"Jan 22, 2018",767.5,767.5,750,750,702.72,3000
"Jan 19, 2018",770,770,770,770,721.46,4800
"Jan 18, 2018",772.5,772.5,770,770,721.46,6600
"Jan 17, 2018",745,745,745,745,698.04,200
"Jan 16, 2018",745,745,745,745,698.04,1900
"Jan 15, 2018",770,770,745,745,698.04,3600
"Jan 12, 2018",745,745,745,745,698.04,200
"Jan 11, 2018",745,745,745,745,698.04,10100
"Jan 10, 2018",745,745,745,745,698.04,20000
"Jan 9, 2018",742.5,750,742.5,750,702.72,2400
"Jan 8, 2018",740,742.5,740,742.5,695.69,10800
"Jan 5, 2018",740,740,740,740,693.35,2200
"Jan 4, 2018",735,745,735,745,698.04,25200
"Jan 3, 2018",735,745,735,745,698.04,27400
"Jan 2, 2018",735,735,735,735,688.67,400
"Jan 1, 2018",735,735,735,735,688.67,5400
"Dec 29, 2017",725,730,725,725,679.3,20800
"Dec 28, 2017",705,730,705,730,683.98,62200
"Dec 27, 2017",720,720,720,720,674.61,42200
"Dec 26, 2017",705,725,705,720,674.61,22200
"Dec 25, 2017",722.5,722.5,722.5,722.5,676.95,200
"Dec 22, 2017",725,725,707.5,712.5,667.58,198200
"Dec 21, 2017",725,725,725,725,679.3,185133.3333
"Dec 20, 2017",725,725,725,725,679.3,172066.6667
"Dec 19, 2017",712.5,725,712.5,725,679.3,159000
"Dec 18, 2017",730,732.5,707.5,712.5,667.58,8200
"Dec 15, 2017",727.5,727.5,700,715,669.93,93000
"Dec 14, 2017",742.5,742.5,742.5,742.5,695.69,400
"Dec 13, 2017",737.5,737.5,732.5,732.5,686.32,3200
"Dec 12, 2017",742.5,742.5,742.5,742.5,695.69,200
"Dec 11, 2017",742.5,742.5,742.5,742.5,695.69,1100
"Dec 8, 2017",742.5,742.5,742.5,742.5,695.69,2000
"Dec 7, 2017",745,745,725,725,679.3,4400
"Dec 6, 2017",747.5,770,747.5,770,721.46,1200
"Dec 5, 2017",772.5,772.5,772.5,772.5,723.8,800
"Dec 4, 2017",775,775,775,775,726.14,850
"Dec 1, 2017",775,775,775,775,726.14,900
"Nov 30, 2017",775,775,775,775,726.14,950
"Nov 29, 2017",775,775,775,775,726.14,1000
"Nov 28, 2017",775,775,775,775,726.14,1500
"Nov 27, 2017",775,775,775,775,726.14,2000
"Nov 24, 2017",750,750,750,750,702.72,34200
"Nov 23, 2017",750,750,750,750,702.72,66400
"Nov 22, 2017",770,775,750,750,702.72,98600
"Nov 21, 2017",750,755,750,755,707.41,3400
"Nov 20, 2017",750,750,750,750,702.72,2000
"Nov 17, 2017",750,750,750,750,702.72,200
"Nov 16, 2017",750,750,750,750,702.72,200
"Nov 15, 2017",732.5,750,732.5,750,702.72,1400
"Nov 14, 2017",755,755,732.5,732.5,686.32,400
"Nov 13, 2017",755,755,755,755,707.41,2250
"Nov 10, 2017",755,755,755,755,707.41,4100
"Nov 9, 2017",755,755,755,755,707.41,5950
"Nov 8, 2017",740,755,740,755,707.41,7800
"Nov 7, 2017",740,740,740,740,693.35,600
"Nov 6, 2017",745,745,740,740,693.35,3000
"Nov 3, 2017",750,750,750,750,702.72,400
"Nov 2, 2017",750,750,750,750,702.72,3300
"Nov 1, 2017",755,755,750,750,702.72,6200
"Oct 31, 2017",760,760,760,760,712.09,3300
"Oct 30, 2017",760,760,760,760,712.09,400
"Oct 27, 2017",760,760,760,760,712.09,200
"Oct 26, 2017",765,765,765,765,716.77,2900
"Oct 25, 2017",770,770,765,765,716.77,5600
"Oct 24, 2017",770,770,767.5,767.5,719.12,400
"Oct 23, 2017",775,775,770,770,721.46,2200
"Oct 20, 2017",765,765,765,765,716.77,800
"Oct 19, 2017",737.5,750,737.5,750,702.72,186000
"Oct 18, 2017",740,740,740,740,693.35,95700
"Oct 17, 2017",747.5,747.5,740,740,693.35,5400
"Oct 16, 2017",747.5,747.5,740,740,693.35,400
"Oct 13, 2017",747.5,747.5,747.5,747.5,700.38,1133.333333
"Oct 12, 2017",747.5,747.5,747.5,747.5,700.38,1866.666667
"Oct 11, 2017",747.5,747.5,747.5,747.5,700.38,2600
"Oct 10, 2017",737.5,737.5,737.5,737.5,691.01,196000
"Oct 9, 2017",770,770,727.5,727.5,681.64,8200
"Oct 6, 2017",770,770,770,770,721.46,2000
"Oct 5, 2017",770,770,770,770,721.46,3600
"Oct 4, 2017",770,770,770,770,721.46,200
"Oct 3, 2017",770,770,770,770,721.46,1100
"Oct 2, 2017",770,770,770,770,721.46,2000
"Sep 29, 2017",770,770,770,770,721.46,19900
"Sep 28, 2017",760,770,760,770,721.46,37800
"Sep 27, 2017",747.5,747.5,747.5,747.5,700.38,1400
"Sep 26, 2017",740,747.5,730,747.5,700.38,2400
"Sep 25, 2017",740,740,740,740,693.35,4000
"Sep 22, 2017",740,740,740,740,693.35,200
"Sep 21, 2017",740,740,740,740,693.35,200000
"Sep 20, 2017",740,760,740,760,712.09,23800
"Sep 19, 2017",740,740,740,740,693.35,41800
"Sep 18, 2017",740,740,740,740,693.35,90800
"Sep 15, 2017",740,757.5,740,740,693.35,139800
"Sep 14, 2017",727.5,760,727.5,740,693.35,2400
"Sep 13, 2017",752.5,752.5,752.5,752.5,705.06,37800
"Sep 12, 2017",752.5,752.5,752.5,752.5,705.06,3200
"Sep 11, 2017",792.5,792.5,777.5,782.5,733.17,1200
"Sep 8, 2017",760,760,760,760,712.09,3200
"Sep 7, 2017",760,760,760,760,712.09,13200
"Sep 6, 2017",740,760,735,760,712.09,23200
"Sep 5, 2017",742.5,745,727.5,740,693.35,106800
"Sep 4, 2017",762.5,762.5,752.5,752.5,705.06,7200
